cat,IPCMLULUCF
clss,TOTAL
ent,CO2
family,emi
gwp,AR4
note,emissions/removals
scen,HISTORY
srce,CRF2018
tablename,CO2_IPCMLULUCF_TOTAL_NET_HISTORY_CRF2018
tpe,NET
unit,MtCO2eq
ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ITA,-5.3493,-18.6767,-16.6744,-3.6242,-15.6439,-22.748,-23.2145,-14.3926,-11.7157,-19.9726,-17.2662,-24.8089,-29.6641,-22.3274,-27.81,-28.482,-29.2632,-7.7312,-25.3249,-26.7493,-31.6391,-26.2922,-19.7349,-33.6786,-34.3551,-36.1731,-31.0784
JPN,-62.7519,-70.7885,-73.8583,-76.9069,-76.5903,-77.539,-82.2005,-84.5768,-85.9534,-86.2352,-88.1033,-88.6667,-90.1421,-100.318,-96.7805,-91.5885,-86.1875,-82.7098,-69.961,-68.2998,-70.0691,-70.4669,-73.0984,-67.1713,-65.2542,-60.571999999999996,-57.0236
KAZ,-6.3394,-2.6114,3.5031,9.7797,16.4329,22.406999999999996,18.8679,15.5298,12.1608,8.242,3.1753,2.705,2.073,1.1154,0.76736,1.274,1.7143,2.0571,2.6605,2.5337,2.7287,3.3089,4.0499,4.4999,6.171,8.3994,10.2029
LIE,0.005208600000000001,-0.010856999999999999,0.00026453,-0.0030805999999999997,0.016559,0.0028691999999999997,-0.0056076,0.0059955,-0.0019245999999999998,-0.0030989,0.023019,-0.0005652,0.00033794,0.0044723,0.006727899999999999,0.006812100000000001,0.011754,0.021089,0.02329,0.020224000000000002,0.018732,0.02252,0.022765,0.01511,0.014915000000000001,0.0094206,0.007551
LTU,-5.1965,-5.2383,-4.8941,-5.87,-5.3443,-4.0769,1.1349,0.051121,-7.2983,-6.4408,-8.6954,-6.622999999999999,-5.6185,-5.2167,-4.5612,-3.8669,-2.1593,-3.9921,-4.5994,-5.8302,-9.149,-8.975,-8.4055,-7.6777,-6.4409,-6.3133,-8.6263
LUX,0.027013,-0.25023,-0.5794100000000001,-0.67447,-0.48528999999999994,-0.58836,-0.62878,-0.7115100000000001,-0.5959399999999999,-0.69365,-0.72302,-0.7344,-0.73548,-0.6977899999999999,-0.70123,-0.65533,-0.57295,-0.49272,-0.5087,-0.48526,-0.1699,-0.2908,-0.37617,-0.55099,-0.4709,-0.41985,-0.50358
LVA,-11.7508,-12.1723,-13.4829,-12.540999999999999,-15.4611,-14.3964,-14.7116,-12.8778,-11.9121,-8.3814,-10.7024,-11.5576,-10.0728,-9.4461,-5.6498,-5.2253,-6.3942,-6.3616,-6.9239,-4.352,-2.3613,-2.5025,-4.6943,-4.0507,0.23106,-0.35668,-1.9955
MCO,-9.9711e-06,-1.4380999999999998e-05,-2.0145e-05,-2.4859e-05,-3.1182e-05,-3.5603000000000005e-05,-3.8117e-05,-4.0703e-05,-4.2713e-05,-4.5643e-05,-4.7731e-05,-5.014e-05,-5.2826000000000005e-05,-5.4529e-05,-3.8388e-05,-5.7453e-05,-5.5459e-05,-6.573e-05,-6.6636e-05,-6.8832e-05,-5.9635e-05,-5.1864e-05,-4.429999999999999e-05,-4.505e-05,-3.9748e-05,5.4535e-05,-1.722e-05
MLT,0.0029624000000000004,0.0047501999999999996,0.0043558,0.0032732,0.003679,0.003071,0.0030036999999999998,0.0029305,0.0025468000000000005,0.0019195999999999998,0.0031509,0.0021051,0.0012642,0.0013871999999999999,0.001535,0.0017081,0.0018789000000000002,0.0020137,0.0021100000000000003,0.0022459,0.0019979,0.0022331,0.0024683000000000005,0.0027052,0.0029404,0.0031756,0.0034108000000000003
NLD,6.0476,6.1663,6.1685,6.2702,6.3186,6.1599,6.1425,6.0881,6.1184,6.0881,6.002999999999999,6.0461,6.0411,6.1883,5.965,5.8761,5.861000000000001,5.881,5.7809,6.0194,6.0247,6.1001,6.1086,6.4681,6.4651,6.5277,6.5438
NOR,-10.8145,-13.1065,-13.3474,-13.6743,-13.9711,-15.4102,-16.8164,-16.7161,-19.7821,-22.3197,-24.7011,-26.5941,-27.4898,-28.98,-28.1444,-25.3482,-28.3883,-26.9178,-27.7812,-30.7777,-26.9625,-28.5153,-25.018,-26.358,-25.0885,-24.2988,-24.8954
NZL,-29.8363,-32.6807,-32.977,-33.5107,-33.0353,-31.4353,-30.7605,-31.4099,-31.7191,-33.419000000000004,-32.4041,-31.8691,-29.1145,-29.6877,-29.4209,-28.0691,-26.0761,-24.473000000000003,-32.7898,-30.7145,-31.3507,-26.9189,-26.0817,-25.0911,-25.0962,-25.0621,-22.9647
POL,-27.8308,-20.3181,0.9375100000000001,-4.8754,-5.5642,-16.2401,-34.6087,-34.4225,-40.4927,-36.842,-33.3252,-24.6445,-34.3223,-37.1792,-48.3531,-47.4133,-40.8045,-34.7489,-34.2091,-32.0965,-31.0591,-37.8858,-37.3833,-39.5295,-31.2691,-28.3622,-29.2192
PRT,0.27789,0.11087999999999999,-3.8637,-4.9222,-5.7479,-5.5459,-8.7444,-9.5054,-8.1344,-9.0745,-6.5055,-9.3576,-8.9002,1.071,-7.9103,0.11510999999999999,-8.8582,-12.5848,-14.0169,-14.0309,-11.6094,-11.5762,-9.2679,-8.6852,-10.0633,-8.9734,-6.2633
ROU,-21.9228,-21.9705,-22.9967,-24.4083,-23.694000000000003,-23.2062,-22.1452,-22.6259,-25.038,-24.5042,-24.5847,-25.5479,-23.381999999999998,-23.7778,-23.5365,-24.6379,-24.0913,-23.2898,-23.7397,-23.6577,-24.8552,-25.3418,-27.0759,-27.6675,-27.3289,-25.3701,-26.3111
RUS,126.8486,153.4594,48.6288,-28.1479,-105.4437,-152.6093,-236.2127,-333.5035,-351.4471,-386.1105,-437.5438,-527.3229,-563.6901,-567.5737,-542.1988,-535.672,-540.2814,-567.1018,-622.9894,-672.1002,-664.5545,-683.4747,-649.6142,-643.5419,-687.7451,-640.9318,-670.8629
SVK,-9.6522,-10.3521,-10.978,-10.8228,-10.3343,-9.8714,-9.8128,-9.7058,-10.6532,-9.9924,-10.0326,-9.2418,-9.8062,-9.4368,-9.4263,-5.9889,-8.7925,-8.3993,-7.4055,-7.1771,-6.3873,-6.6816,-7.6537,-8.2623,-6.3115,-6.7989999999999995,-6.9155
SVN,-4.2639,-3.5821,-3.6129,-3.6375,-3.8502,-3.9784,-4.4157,-4.4375,-4.6001,-4.6683,-4.7955,-5.8913,-6.0578,-5.8532,-5.984,-5.9933,-5.9582,-6.3139,-5.4796,-5.4197,-5.3584,-5.3337,-5.3312,-4.8228,-4.9547,-5.0123,-5.0251
SWE,-37.6738,-36.9551,-36.9659,-31.9216,-35.9574,-34.2591,-41.5713,-39.0712,-40.9913,-38.5419,-39.7645,-44.9274,-42.6922,-39.3171,-36.5557,-34.7682,-38.9919,-41.3333,-41.1178,-42.2124,-46.3996,-39.137,-44.6951,-39.9041,-41.9808,-46.5254,-44.6199
TUR,-28.9806,-30.6207,-23.015,-29.947,-31.6932,-28.9605,-29.4214,-29.974,-33.4086,-32.6523,-34.8693,-39.1775,-36.0632,-41.8244,-40.9098,-42.7586,-45.6673,-44.0428,-40.6884,-44.1649,-46.1109,-48.2456,-49.4976,-57.3582,-58.3295,-63.8554,-68.2892
UKR,-58.1973,-62.8189,-61.4491,-53.4082,-58.3524,-53.1341,-48.1297,-44.6054,-51.2954,-52.0922,-45.6797,-40.6792,-39.3671,-47.2524,-37.8467,-36.2238,-40.6548,-43.0335,-28.6858,-31.3561,-37.314,-27.1553,-33.6106,-21.0613,-20.3097,-22.274,-18.1294
USA,-830.2486,-840.3697,-819.7425,-799.4265,-836.2668,-793.2928,-813.2345,-790.9388,-777.9332,-775.8860000000001,-773.597,-736.1461,-732.0072,-731.9448,-724.6425,-754.1546,-763.0383,-726.2721,-704.6142,-710.048,-729.4271,-768.8263,-779.5467,-755.0061,-760.0072,-733.3523,-754.8567
