add_info,iso3,tar_type_used,tar_type_reclass,tar_type_main,condi,rge,ndc_value_exclLU,ndc_value_inclLU,ndc_strengthen_tar,int_ref,refyr,taryr,tar_emi_exclLU,tar_emi_inclLU,gwp,scenario,emi_bl_exclLU_refyr,emi_bl_exclLU_taryr,emi_bl_onlyLU_refyr,emi_bl_onlyLU_taryr,pc_cov_set_to_100,pc_cov_exclLU_refyr,pc_cov_exclLU_taryr,pop_refyr,pop_taryr,gdp_refyr,gdp_taryr,CO2,CH4,N2O,HFCS,PFCS,SF6,NF3,energy,ippu,agriculture,waste,other,lulucf,lulucf_tar_2030_fyson2019
,AGO,ABS,ABS,RBU,conditional,best,,96.625 MtCO2eq_AR4,,,2030,2030,51.12899999999999,96.625,AR4,SSP5BLREMMP,147.754,147.754,45.49600000000001,45.49600000000001,,0.996815653044926,0.996815653044926,38821196.294,38821196.294,306923716095.6907,306923716095.6907,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,unconditional,best,,-31.163 MtCO2eq_AR4,,,2025,2025,110.5262,124.65599999999999,AR4,SSP5BLREMMP,141.6892,141.6892,14.129799999999989,14.129799999999989,,0.9981791131575308,0.9981791131575308,35444356.8306,35444356.8306,251770564534.9873,251770564534.9873,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,unconditional,best,,-67.638 MtCO2eq_AR4,,,2030,2030,80.11599999999999,125.612,AR4,SSP5BLREMMP,147.754,147.754,45.49600000000001,45.49600000000001,,0.996815653044926,0.996815653044926,38821196.294,38821196.294,306923716095.6907,306923716095.6907,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,conditional,best,,-42.071 MtCO2eq_AR4,,,2025,2025,99.6182,113.74799999999999,AR4,SSP5BLREMMP,141.6892,141.6892,14.129799999999989,14.129799999999989,,0.9981791131575308,0.9981791131575308,35444356.8306,35444356.8306,251770564534.9873,251770564534.9873,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,conditional,best,,-96.625 MtCO2eq_AR4,,,2030,2030,51.12899999999999,96.625,AR4,SSP5BLREMMP,147.754,147.754,45.49600000000001,45.49600000000001,,0.996815653044926,0.996815653044926,38821196.294,38821196.294,306923716095.6907,306923716095.6907,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,unconditional,best,,-20%,,,2025,2025,110.5254,124.6552,AR4,SSP5BLREMMP,141.6892,141.6892,14.129799999999989,14.129799999999989,Yes (not lulucf),1.0,1.0,35444356.8306,35444356.8306,251770564534.9873,251770564534.9873,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,unconditional,best,,-35%,,,2030,2030,80.1165,125.61250000000001,AR4,SSP5BLREMMP,147.754,147.754,45.49600000000001,45.49600000000001,Yes (not lulucf),1.0,1.0,38821196.294,38821196.294,306923716095.6907,306923716095.6907,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,conditional,best,,-27%,,,2025,2025,99.61807,113.74786999999999,AR4,SSP5BLREMMP,141.6892,141.6892,14.129799999999989,14.129799999999989,Yes (not lulucf),1.0,1.0,35444356.8306,35444356.8306,251770564534.9873,251770564534.9873,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,conditional,best,,-50%,,,2030,2030,51.12899999999999,96.625,AR4,SSP5BLREMMP,147.754,147.754,45.49600000000001,45.49600000000001,Yes (not lulucf),1.0,1.0,38821196.294,38821196.294,306923716095.6907,306923716095.6907,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,ALB,ABS,ABS,RBU,unconditional,best,5.449 MtCO2eq_SAR,,,,2030,2030,5.659169203743952,6.570169203743951,AR4,SSP5BLREMMP,13.1262,13.1262,0.911,0.911,,0.6452273745822815,0.6452273745822815,2795919.7268,2795919.7268,49889629509.2241,49889629509.2241,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,ABU,ABS,RBU,unconditional,best,-0.708 MtCO2eq_SAR,,,,2030,2030,5.659169203743953,6.570169203743953,AR4,SSP5BLREMMP,13.1262,13.1262,0.911,0.911,,0.6452273745822815,0.6452273745822815,2795919.7268,2795919.7268,49889629509.2241,49889629509.2241,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,RBU,ABS,RBU,unconditional,best,-11.5%,,,,2030,2030,11.616687,12.527687,AR4,SSP5BLREMMP,13.1262,13.1262,0.911,0.911,Yes (not lulucf),1.0,1.0,2795919.7268,2795919.7268,49889629509.2241,49889629509.2241,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,AEI,ABS,RBU,unconditional,best,2 tCO2eq/cap,,,,2050,2050,5.2137756174,6.124775617399999,AR4,SSP5BLREMMP,22.3857,22.3857,0.911,0.911,,0.6948289648057111,0.6948289648057111,2606887.8087,2606887.8087,100019214026.5508,100019214026.5508,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,AND,ABS,ABS,ABU,unconditional,best,0.336820 MtCO2eq_SAR,,,,2030,2030,0.3387152731380653,0.20306527313806533,AR4,SSP5BLREMMP,0.5786016666666667,0.5786016666666667,-0.13565,-0.13565,,0.961337569691558,0.961337569691558,79120.5,79120.5,,,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,
,AND,ABU,ABS,ABU,unconditional,best,-0.19373 MtCO2eq_SAR,,,,2030,2030,0.33871527313806526,0.20306527313806527,AR4,SSP5BLREMMP,0.5786016666666667,0.5786016666666667,-0.13565,-0.13565,,0.961337569691558,0.961337569691558,79120.5,79120.5,,,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,
,AND,RBU,ABS,ABU,unconditional,best,-37%,,,,2030,2030,0.36451905,0.22886905000000002,AR4,SSP5BLREMMP,0.5786016666666667,0.5786016666666667,-0.13565,-0.13565,Yes (not lulucf),1.0,1.0,79120.5,79120.5,,,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,
,ARG,ABS,ABS,ABS,unconditional,best,,483 MtCO2eq_SAR,,,2030,2030,373.283315420156,502.7103197437126,AR4,SSP5BLREMMP,486.7314,486.7314,129.42700432355662,129.42700432355662,,1.0,1.0,45918350.6992,45918350.6992,1260814655697.3171,1260814655697.3171,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,
,ARG,ABS,ABS,ABS,conditional,best,,369 MtCO2eq_SAR,,,2030,2030,254.6311902632549,384.0581945868115,AR4,SSP5BLREMMP,486.7314,486.7314,129.42700432355662,129.42700432355662,,1.0,1.0,45918350.6992,45918350.6992,1260814655697.3171,1260814655697.3171,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,
,ARG,ABU,ABS,ABS,unconditional,best,,-109 MtCO2eq_SAR,,,2030,2030,373.283315420156,502.7103197437126,AR4,SSP5BLREMMP,486.7314,486.7314,129.42700432355662,129.42700432355662,,1.0,1.0,45918350.6992,45918350.6992,1260814655697.3171,1260814655697.3171,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,
,ARG,ABU,ABS,ABS,conditional,best,,-223 MtCO2eq_SAR,,,2030,2030,254.63119026325484,384.05819458681145,AR4,SSP5BLREMMP,486.7314,486.7314,129.42700432355662,129.42700432355662,,1.0,1.0,45918350.6992,45918350.6992,1260814655697.3171,1260814655697.3171,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,
,ARG,RBU,ABS,ABS,unconditional,best,,-18%,,,2030,2030,375.82288722175986,505.2498915453165,AR4,SSP5BLREMMP,486.7314,486.7314,129.42700432355662,129.42700432355662,Yes (not lulucf),1.0,1.0,45918350.6992,45918350.6992,1260814655697.3171,1260814655697.3171,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,
,ARG,RBU,ABS,ABS,conditional,best,,-37%,,,2030,2030,258.7527904002841,388.1797947238407,AR4,SSP5BLREMMP,486.7314,486.7314,129.42700432355662,129.42700432355662,Yes (not lulucf),1.0,1.0,45918350.6992,45918350.6992,1260814655697.3171,1260814655697.3171,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,
,ARM,AEI,AEI,AEI,conditional,best,,5.4 tCO2eq_SAR/capita,,POP,2025,2025,16.24869358944764,15.710123589447639,AR4,SSP5BLREMMP,14.0195,14.0195,-0.53857,-0.53857,,0.8057083368364821,0.8057083368364821,2760103.5309,2760103.5309,38697454301.1088,38697454301.1088,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,ARM,AEI,AEI,AEI,conditional,best,,5.4 tCO2eq_SAR/capita,,POP,2030,2030,15.61033525077147,15.07176525077147,AR4,SSP5BLREMMP,16.1934,16.1934,-0.53857,-0.53857,,0.8019128725283704,0.8019128725283704,2647950.6828,2647950.6828,48398185900.3398,48398185900.3398,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,ARM,AEI,AEI,AEI,conditional,best,,2.07 tCO2eq_SAR/capita,,POP,2050,2050,5.193460530975969,4.654890530975969,AR4,SSP5BLREMMP,26.2055,26.2055,-0.53857,-0.53857,,0.7925611717519739,0.7925611717519739,2133431.2762,2133431.2762,97461050256.4701,97461050256.4701,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,AUS,RBY,RBY,RBY,unconditional,worst,,-26%,,,2005,2030,444.9712965000001,454.0041340000001,AR4,SSP5BLREMMP,524.7326,701.3615,88.7865,9.0328375,Yes (not lulucf),1.0,1.0,20178540.0,31448982.3489,815898625000.0,1837441206459.416,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AUS,RBY,RBY,RBY,unconditional,best,,-28%,,,2005,2030,432.70091450000007,441.73375200000004,AR4,SSP5BLREMMP,524.7326,701.3615,88.7865,9.0328375,Yes (not lulucf),1.0,1.0,20178540.0,31448982.3489,815898625000.0,1837441206459.416,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AUT,RBY,RBY,RBY,unconditional,best,,-40%,,,1990,2030,41.3484725,36.28616,AR4,SSP5BLREMMP,80.4576,99.5623,-11.9884,-5.062312499999999,Yes (not lulucf),1.0,1.0,7723949.0,9574075.2184,193505656250.0,573685388266.8217,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AZE,ABS,ABS,RBY,unconditional,best,47.665 MtCO2eq_SAR,45.267 MtCO2eq_SAR,,,2030,2030,50.55373356459108,48.01040296377519,AR4,SSP5BLREMMP,85.245,85.245,-5.621175,-5.621175,,1.0,1.0,10455323.0131,10455323.0131,228773572313.5295,228773572313.5295,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AZE,RBY,ABS,RBY,unconditional,best,-35%,-35%,,,1990,2030,50.54218,46.62854784111317,AR4,SSP5BLREMMP,77.7572,85.245,-3.913632158886837,-5.621175,Yes (not lulucf),1.0,1.0,7242761.0,10455323.0131,49903250000.0,228773572313.5295,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BDI,ABS,ABS,RBU,unconditional,best,,57.054 MtCO2eq_SAR,,,2025,2025,10.89472874368752,62.982222002881095,AR4,SSP5BLREMMP,11.117,11.117,53.15016795603694,53.15016795603694,,0.7742904568714273,0.7742904568714273,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABS,ABS,RBU,unconditional,best,,72.250 MtCO2eq_SAR,,,2030,2030,15.681116332147413,79.75716934322149,AR4,SSP5BLREMMP,16.1662,16.1662,66.05819804193567,66.05819804193567,,0.7872996880610502,0.7872996880610502,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABS,ABS,RBU,conditional,best,,48.321 MtCO2eq_SAR,,,2025,2025,9.227121457281253,53.34181563783814,AR4,SSP5BLREMMP,11.117,11.117,53.15016795603694,53.15016795603694,,0.7742904568714273,0.7742904568714273,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABS,ABS,RBU,conditional,best,,59.588 MtCO2eq_SAR,,,2030,2030,12.932960000000001,65.77951843354855,AR4,SSP5BLREMMP,16.1662,16.1662,66.05819804193567,66.05819804193567,,0.7872996880610502,0.7872996880610502,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,unconditional,best,,-1.164 MtCO2eq_SAR,,,2025,2025,10.89472874368752,62.982222002881095,AR4,SSP5BLREMMP,11.117,11.117,53.15016795603694,53.15016795603694,,0.7742904568714273,0.7742904568714273,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,unconditional,best,,-2.235 MtCO2eq_SAR,,,2030,2030,15.681116332147411,79.75716934322148,AR4,SSP5BLREMMP,16.1662,16.1662,66.05819804193567,66.05819804193567,,0.7872996880610502,0.7872996880610502,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,conditional,best,,-9.897 MtCO2eq_SAR,,,2025,2025,9.227121457281253,53.341815637838145,AR4,SSP5BLREMMP,11.117,11.117,53.15016795603694,53.15016795603694,,0.7742904568714273,0.7742904568714273,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,conditional,best,,-14.897 MtCO2eq_SAR,,,2030,2030,12.93296,65.77951843354853,AR4,SSP5BLREMMP,16.1662,16.1662,66.05819804193567,66.05819804193567,,0.7872996880610502,0.7872996880610502,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,unconditional,best,,-2%,,,2025,2025,10.894660000000002,62.981824596916205,AR4,SSP5BLREMMP,11.117,11.117,53.15016795603694,53.15016795603694,Yes (not lulucf),1.0,1.0,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,unconditional,best,,-3%,,,2030,2030,15.681213999999999,79.7576661006776,AR4,SSP5BLREMMP,16.1662,16.1662,66.05819804193567,66.05819804193567,Yes (not lulucf),1.0,1.0,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,conditional,best,,-17%,,,2025,2025,9.22711,53.34174940351066,AR4,SSP5BLREMMP,11.117,11.117,53.15016795603694,53.15016795603694,Yes (not lulucf),1.0,1.0,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,conditional,best,,-20%,,,2030,2030,12.932960000000001,65.77951843354855,AR4,SSP5BLREMMP,16.1662,16.1662,66.05819804193567,66.05819804193567,Yes (not lulucf),1.0,1.0,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BEL,RBY,RBY,RBY,unconditional,best,,-40%,,,1990,2030,86.44575749999998,86.17223999999999,AR4,SSP5BLREMMP,149.1429,137.7028,-3.3135,-0.2735175,Yes (not lulucf),1.0,1.0,10006544.0,12760553.3586,251967109375.0,693829031150.0239,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BEN,ABS,ABS,NGT,unconditional,best,37 MtCO2eq,,,,2030,2030,37.0,47.597408800000004,AR4,SSP5BLREMMP,29.5876,29.5876,10.597408800000002,10.597408800000002,,0.8353147010092647,0.8353147010092647,14361250.2193,14361250.2193,54320413820.2455,54320413820.2455,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BEN,ABS,ABS,NGT,conditional,best,32.5 MtCO2eq,,,,2030,2030,32.5,43.097408800000004,AR4,SSP5BLREMMP,29.5876,29.5876,10.597408800000002,10.597408800000002,,0.8353147010092647,0.8353147010092647,14361250.2193,14361250.2193,54320413820.2455,54320413820.2455,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BFA,ABS,ABS,RBU,unconditional,best,,98.708 MtCO2eq,,,2025,2025,41.62929999999999,98.708,AR4,SSP5BLREMMP,48.2373,48.2373,57.078700000000005,57.078700000000005,,1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,ABS,ABS,RBU,unconditional,best,,110.515 MtCO2eq,,,2030,2030,55.50670000000001,110.515,AR4,SSP5BLREMMP,63.3147,63.3147,55.00829999999999,55.00829999999999,,1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,ABS,ABS,RBU,conditional,best,,86.879 MtCO2eq,,,2025,2025,29.8003,86.879,AR4,SSP5BLREMMP,48.2373,48.2373,57.078700000000005,57.078700000000005,,1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,ABS,ABS,RBU,conditional,best,,96.749 MtCO2eq,,,2030,2030,41.740700000000004,96.749,AR4,SSP5BLREMMP,63.3147,63.3147,55.00829999999999,55.00829999999999,,1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,ABU,ABS,RBU,unconditional,best,,-6.608 MtCO2eq,,,2025,2025,41.62929999999999,98.708,AR4,SSP5BLREMMP,48.2373,48.2373,57.078700000000005,57.078700000000005,,1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,ABU,ABS,RBU,unconditional,best,,-7.8083 MtCO2eq,,,2030,2030,55.5064,110.51469999999999,AR4,SSP5BLREMMP,63.3147,63.3147,55.00829999999999,55.00829999999999,,1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,ABU,ABS,RBU,conditional,best,,-18.437 MtCO2eq,,,2025,2025,29.8003,86.879,AR4,SSP5BLREMMP,48.2373,48.2373,57.078700000000005,57.078700000000005,,1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,ABU,ABS,RBU,conditional,best,,-21.57463 MtCO2eq,,,2030,2030,41.74007,96.74837,AR4,SSP5BLREMMP,63.3147,63.3147,55.00829999999999,55.00829999999999,,1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,unconditional,best,,-6.27%,,,2025,2025,41.633986799999995,98.7126868,AR4,SSP5BLREMMP,48.2373,48.2373,57.078700000000005,57.078700000000005,Yes (not lulucf),1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,unconditional,best,,-6.6%,,,2030,2030,55.505382,110.51368199999999,AR4,SSP5BLREMMP,63.3147,63.3147,55.00829999999999,55.00829999999999,Yes (not lulucf),1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,conditional,best,,-17.47%,,,2025,2025,29.838594800000003,86.91729480000001,AR4,SSP5BLREMMP,48.2373,48.2373,57.078700000000005,57.078700000000005,Yes (not lulucf),1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,conditional,best,,-18.2%,,,2030,2030,41.779914000000005,96.788214,AR4,SSP5BLREMMP,63.3147,63.3147,55.00829999999999,55.00829999999999,Yes (not lulucf),1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BGD,ABS,ABS,RBU,unconditional,best,327.130 MtCO2eq_SAR,,,,2030,2030,347.9330606063087,366.1385606063087,AR4,SSP5BLREMMP,238.285,238.285,18.2055,18.2055,,0.6501581557074717,0.6501581557074717,171741879.1786,171741879.1786,1449920094574.7258,1449920094574.7258,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,
,BGD,ABS,ABS,RBU,conditional,best,303.130 MtCO2eq_SAR,,,,2030,2030,322.4068372255383,340.61233722553834,AR4,SSP5BLREMMP,238.285,238.285,18.2055,18.2055,,0.6501581557074717,0.6501581557074717,171741879.1786,171741879.1786,1449920094574.7258,1449920094574.7258,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,
,BGD,ABU,ABS,RBU,unconditional,best,-12 MtCO2eq_SAR,,,,2030,2030,347.9330606063087,366.1385606063087,AR4,SSP5BLREMMP,238.285,238.285,18.2055,18.2055,,0.6501581557074717,0.6501581557074717,171741879.1786,171741879.1786,1449920094574.7258,1449920094574.7258,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,
,BGD,ABU,ABS,RBU,conditional,best,-36 MtCO2eq_SAR,,,,2030,2030,322.4068372255383,340.61233722553834,AR4,SSP5BLREMMP,238.285,238.285,18.2055,18.2055,,0.6501581557074717,0.6501581557074717,171741879.1786,171741879.1786,1449920094574.7258,1449920094574.7258,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,
,BGD,RBU,ABS,RBU,unconditional,best,-5%,,,,2030,2030,226.37075,244.57625,AR4,SSP5BLREMMP,238.285,238.285,18.2055,18.2055,Yes (not lulucf),1.0,1.0,171741879.1786,171741879.1786,1449920094574.7258,1449920094574.7258,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,
